EduID,Name,Phone1,Phone2,Phone3,Phone4,Phone5,Street Address,Locality,Pincode,City,Country,Mail,Website,Person to Contact,Working Hours,Services Offered,Details,Images URL,Keywords
171424,Synergy School of Business Skills,8197337703,,,,,"1st Floor, Ambedkar Building, Railway Station Link Road",Calicut City,673002,calicut,India,callsynergy@synergysbs.co.in,http://www.synergysbs.co.in,Ganesan,Monday - Saturday: 9 AM - 6 PM,"Enterprise Training , Project Management Certification Training , Software Tools Training , Six Sigma Certification Training , Project Management Online Training , Primavera Training , Project Management Training , MS Office Training , PMP Certification Online Training , Advanced Primavera Training , PMI ACP Online Training , PMP Certification Training , Scrum Certification Training , CAPM Certification Training , MS Project Training , Asta Powerproject Certification Training , Six Sigma Green Belt Training , Six Sigma Black Belt Training , Kaizen Training , Tally Training , Placement Training , ","Synergy focuses on training individuals on project management concepts and software tools such as Microsoft Office Project, MSP Server, Primavera, and Primavera Complete, Asta Power Project. The courses will be offered in 70 locations across India and in 7 countries, as listed in its website. 
Synergy also trains on PMP Certification Preparatory module, and conducts PME (Project Management Expert) Certification for PM Aspirants. 
The training outcome with Project Management Skills include: Realistic Budgeting, Resource Estimation, Testing Methods, Better Communication, and Effective Risk Management that keep the pace of production high, both qualitatively and quantitatively. Synergy enrolls Students and Professionals of Management and Engineering specialization viz., Mechanical, Civil, Electrical, Electronics, Instrumentation, Business Administration & IT
Synergy offers training on Tally software, MS Office and Placement Training through its course called Master Diploma in Business Automation. 
The School will also help students find employment in the relevant corporate firms for the respective programs.  ",,"Advanced Primavera Training , Classroom Tuitions , Evening Classes , Placement Training , PMI ACP Online Training , PMP Certification Online Training , PMP Certification Training , Project Management Training , Scrum Certification Training , Six Sigma Black Belt Training , Six Sigma Green Belt Training , Tally Training , "
171425,Momentum Learning Solution,0495 - 2742153, 9895809335,,,,,Kuthiravattom,673016,calicut,India,cvr1968@gmail.com,,C.V. Radhakrishnan,Monday - Sunday: 7 AM - 7 PM,"IIT Engineering Entrance Coaching , 2nd Year PUC Coaching , CBSE Tuitions for Maths , CBSE Tuitions for Physics , CBSE Tuitions for Chemistry , IIT HSEE Coaching , 1st Year PUC Coaching , 10th STD Tuitions , IIT-JEE Coaching , 9th STD Tuitions , National Talent Search Exam (NTSE) Coaching , ",,,"CBSE Tuitions for Maths , CBSE Tuitions for Physics , Daily Classes , IIT Engineering Entrance Coaching , IIT HSEE Coaching , IIT-JEE Coaching , National Talent Search Exam (NTSE) Coaching , "
171426,Einsteinian Academy,8606378231,,,,,,Nadakkavu ,673011,calicut,India,Einsteinianacademy@gmail.com,,Roshan Ahamed,Monday - Sunday: 9 AM - 4 PM,"Microbiology & Biotechnology Tuitions , Botony Tuitions , Physics Tuitions (11th & 12th) , Chemistry Tuitions (11th & 12th) , 2nd Year PUC Coaching , Advanced Level (A-Level) Maths Tuitions , Advanced Level (A-Level) Physics Tuitions , 1st Year PUC Coaching , 10th STD Tuitions , 9th STD Tuitions , ",,,"Advanced Level (A-Level) Physics Tuitions , Botony Tuitions , Chemistry Tuitions (11th & 12th) , Microbiology & Biotechnology Tuitions , Physics Tuitions (11th & 12th) , "
171427,Dynamic Learning Systems,9605533313,,,,,2nd Floor,Calicut City,673001,calicut,India,clcalicut@gmail.com,http://www.clccalicut.com,Abdul Azeez,Monday - Saturday: 8 AM - 8 PM,"IAS Entrance Coaching , Spoken English Classes , IELTS Coaching , Placement Training , ",,,
171428,(Ams) Academic For Management Studies,0495 - 2367412,,,,,,Koombara,673001,calicut,India,,,,,,,,
171429,A W H Special College,0495 - 2323526,,,,,,Chalapuram,673002,calicut,India,,,,,,,,
171430,Academy For Management Studies,0495 - 2762273,,,,,,Koombara,673001,calicut,India,,,,,,,,
171431,Academy Of Aviation & Professional Excellence,0495 - 2365135,,,,,,Vellayil,673001,calicut,India,,,,,,,,
171432,Academy Of British English,0495 - 2770599,,,,,,Puthiyara,673004,calicut,India,,,,,,,,
171433,Academy Of Fashion Technology,0495 - 2722602,,,,,,Puthiyara,673004,calicut,India,,,,,,,,
171434,Academy Of Mathematics,0495 - 2708556,,,,,,Marikunnu,673012,calicut,India,,,,,,,,
171435,Academy Of Spoken English,9846467249,,,,,,Mankavu,673007,calicut,India,,,,,,,,
171436,Accel It Academy. Majestic Centre,0495 - 3206100,,,,,,Mavoor,670004,calicut,India,,,,,,,,
171437,Almanar Islamic Centre,0495 - 2487018,,,,,,Farook College,673632,calicut,India,,,,,,,,
171438,Amirta Vidyalayam,0495 - 2373536,,,,,,Marikunnu,673012,calicut,India,,,,,,,,
171439,Ampere Institute,0495 - 5202294,,,,,,Payyanur,673307,calicut,India,,,,,,,,
171440,Amrita Tuition Center,0495 - 2367276,,,,,,Kannur,670011,calicut,India,,,,,,,,
171441,Amritha College,0495 - 3259809,,,,,,Puthiyara,673004,calicut,India,,,,,,,,
171442,"Amritha College, Of Advanced Studies",0495 - 2327313,,,,,,Vadakara,673101,calicut,India,,,,,,,,
171443,Anglo Academy,0495 - 2712950,,,,,,Chalapuram,673002,calicut,India,,,,,,,,
171444,Annamalai University Study Centre,0495 - 2744877,,,,,,Puthiyara,673004,calicut,India,,http://annamalaiuniversity.ac.in,,,,,,
171445,Assisstance Educational Officer,0495 - 2366782,,,,,,Calicut Beach,673032,calicut,India,,,,,,,,
171446,Automative Management Academy,0495 - 2332299,,,,,,Mankavu,673007,calicut,India,,,,,,,,
171447,Automotive Management Academy,0495 - 3255880,,,,,,Mankavu,673007,calicut,India,,,,,,,,
171448,Baby Memorial Nursing College,0495 - 2744539,,,,,,Kuthiravattom,673016,calicut,India,,,,,,,,
171449,Bafakhy Thangal Memorial Orphange (Bmo Itc),0495 - 2486666,,,,,,Feroke,673631,calicut,India,,,,,,,,
171450,Beacon Education,0495 - 2766940,,,,,,Kannur,670002,calicut,India,,,,,,,,
171451,Bharat Education Foundation,0495 - 2762755,,,,,,Kannur,673001,calicut,India,,,,,,,,
