EduID,Name,Phone1,Phone2,Phone3,Phone4,Phone5,Street Address,Locality,Pincode,City,Country,Mail,Website,Person to Contact,Working Hours,Services Offered,Details,Images URL,Keywords
182576,I Tution,7677887111,,,,,"No. 607, Varma center",Boring Road,800001,patna,India,info.itution@gmail.com,http://www.itutionindia.com.,Suryanshu,Monday - Saturday: 7 AM - 8 PM,"SSC Entrance Exam Coaching , RRB Entrance Exam Coaching , PTE Coaching , Certified Personal Financial Advisor (CPFA) Coaching , Diploma in Banking & Finance (DBF) Coaching , IBPS Bank Interview Coaching , Tuitions for College Subjects , School Tuitions for Math, Physics, Chemistry , Spoken English Classes , Banking Tuitions , IELTS Coaching , TOEFL Coaching , CBSE Tuitions for Hindi , CBSE Tuitions for English , ","Frankwin English Academy for Learning has immense experience in this business. We provide coaching for all boards. Our motto is to provide the best teaching to the students. We have a huge list of impressive success of students. We promise a better future for your children in higher education and knowledge. We make your life better and brighter. Education is a primary ingredient and also a key to success in any profession. With a booming economy and a young population, there is a tremendous need for the quality education to equip this population with skills to handle assignments that spring from such a growing economy like ours. Contact us for further details.2nd floor, Laxmi pustakalaya
Navin kothi, Opp. khudabaksh library
Ashok Rajpath, Patna-800004
  ","http://localserviceassets.blob.core.windows.net:80/businessphoto-t/18-12-2015%2011-13-47-4b420d6a-7918-44cf-b849-25f6cca5c5da.png , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/18-12-2015%2011-14-31%20-%20Copy-63845cc0-8a8c-4bc6-967a-1e401a9b278e.png , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/18-12-2015%2011-14-59%20-%20Copy-95f0fba6-6907-4c33-8258-ae8ad1c50d8d.png , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/18-12-2015%2012-55-36-debd181f-5b19-4dfc-85b0-635f73042c87.png , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/18-12-2015%2013-05-04%20-%20Copy-3334bfea-5bd9-45e5-91a5-2d951cad1b2a.png , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/18-12-2015%2015-12-08-a81f83f3-22f3-4ba0-92d9-ced62fb5a634.png , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/18-12-2015%2011-13-47-4b420d6a-7918-44cf-b849-25f6cca5c5da.png , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/18-12-2015%2011-14-31%20-%20Copy-63845cc0-8a8c-4bc6-967a-1e401a9b278e.png , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/18-12-2015%2011-14-59%20-%20Copy-95f0fba6-6907-4c33-8258-ae8ad1c50d8d.png , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/18-12-2015%2012-55-36-debd181f-5b19-4dfc-85b0-635f73042c87.png , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/18-12-2015%2013-05-04%20-%20Copy-3334bfea-5bd9-45e5-91a5-2d951cad1b2a.png , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/18-12-2015%2015-12-08-a81f83f3-22f3-4ba0-92d9-ced62fb5a634.png , ","Banking Tuitions , CBSE Tuitions for English , CBSE Tuitions for Hindi , Certified Personal Financial Advisor (CPFA) Coaching , Classroom Tuitions , Daily Classes , School Tuitions for Math, Physics, Chemistry , Spoken English Classes , SSC Entrance Exam Coaching , TOEFL Coaching , Tuitions for College Subjects , "
182577,Cogent Pathway,0612 - 3212222, 9204444404, 7543042515,,,"C-1/B-25, Patrakar Nagar",Kankarbagh,800020,patna,India,cogentpathway@gmail.com,http://www.myclat.com,Chandan Jha,"Monday - Saturday: 8 AM - 8 PM, Sunday: 8 AM - 5 PM","Law Entrance Coaching , CLAT Entrance Coaching , B.B.A. Entrance Coaching , ","Cogent Pathway over several years of experience in the industry and possesses eminent professionals who can provide you with the best coaching. We shall stick on to deadlines and deliver prompt services to you. At Cogent Pathway we provide services such as Spoken English Training, Law Papers Audit, CLAT Entrance Coaching and Judiciary. Our regulars are always treated with courtesy and you can feel it when you are with us.Feel free to contact us.  Branch Address:-C-2, House No. 10, Kitabgali, North S.K. Puri, Boring Road, Patna-800023.Contact us for further details  ","http://localserviceassets.blob.core.windows.net:80/businessphoto-t/2708-d98bf6af-e3ce-46e9-b267-d46256776896.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/FB_IMG_1448520088839-2d1b0460-522c-48db-8e36-5d1bbf936975.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/3284-5cd05dc2-b31f-4980-b9d6-112ef761f923.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/3402-cff698b5-c4e8-4389-8fb9-8e6683f93b6f.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/2708-d98bf6af-e3ce-46e9-b267-d46256776896.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/FB_IMG_1448520088839-2d1b0460-522c-48db-8e36-5d1bbf936975.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/3284-5cd05dc2-b31f-4980-b9d6-112ef761f923.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/3402-cff698b5-c4e8-4389-8fb9-8e6683f93b6f.jpg , ",
182578,Institute Of Commerce,9835053811, 7870223595,,,,"Brahma Savitri Market, 2nd floor",Bhoothnath Marg,800026,patna,India,jk50540@gmail.com,,Aryan Sir,Monday - Saturday: 7 AM - 7 PM,"Commerce Tuitions (11th & 12th STD) , Economics Coaching Classes (11th & 12th STD) , Advanced Economics Coaching Classes (College level and above) , B.Com Entrance Exam Coaching , B.Com Coaching , ","We strive to promote excellence and equity in education for human excellence is the only motivation of our promoters. The organization is to work for utmost development of human beings through creating awareness in complete educational, social, scientific, economic, technological and spiritual matters. Our only vision is to be the dominant player in empowering knowledge and bring the world into the well education. We provide for Tuitions for Tuitions for College  Level Commece, CA Tuitions, CA CPT Coaching and B.Com Coaching. Contact us for further details  ","http://localserviceassets.blob.core.windows.net:80/businessphoto-t/1%20(1)-5d5885a2-dd0a-4685-b30d-41c6c1ba108b.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/1%20(2)-ae2d43f6-8e2a-41c0-ad4d-290111aaa13a.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/1%20(3)-e51c97bb-b046-4d29-b956-752013cc8f66.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/1%20(4)-17f7d91f-778b-4eb3-9dfa-9c62b79c6418.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/1%20(5)-8b1aa6b2-633a-438b-9d87-9130eb1a5eb3.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/1%20(6)-35a044fb-0d07-4153-ba52-b3281f1231f3.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/1%20(1)-5d5885a2-dd0a-4685-b30d-41c6c1ba108b.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/1%20(2)-ae2d43f6-8e2a-41c0-ad4d-290111aaa13a.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/1%20(3)-e51c97bb-b046-4d29-b956-752013cc8f66.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/1%20(4)-17f7d91f-778b-4eb3-9dfa-9c62b79c6418.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/1%20(5)-8b1aa6b2-633a-438b-9d87-9130eb1a5eb3.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/1%20(6)-35a044fb-0d07-4153-ba52-b3281f1231f3.jpg , ","1 Year Program , Classroom Tuitions , Daily Classes , Evening Classes , Weekend Classes , "
182579,Pace Institute Pvt Ltd,9334314161,,,,,2nd Floor,Kankarbagh,800020,patna,India,personalityenglish@gmail.com,,Pratap Manish Singh,Monday - Saturday: 7.30 AM - 7.30 PM,"Job Training , SSC Entrance Exam Coaching , Presentations Skills Training , Spoken English Classes , Personality Development Training , Technical Writing Training , Language Development Coaching , Interviewing Skills Training , ","Pace Institute Pvt Ltd We offer coaching and Job Training , develop and deliver learning programs that help people in organizations understand self, enhance their personal effectiveness, understand other's personality styles and behavior, collaborate, manage and lead an organization to its fullest potential. We provide Personality Development Training, Stress Management Training & Team Building Training. Our aim is to achieve complete customer satisfaction in respect of all services offered.  ",,"1 Month , 1 Year , 10000-20000 , 1000-5000 , 2 Months , 3 Months , 3 Months Program , 5000-10000 , 6 Months , 6 Months Program , Certification programs , Classroom Tuitions , Daily Classes , Evening Classes , Full time , Rs.10000-Rs.20000 , Rs.1000-Rs.5000 , Rs.5000-Rs.10000 , SSC Entrance Exam Coaching , Technical Writing Training , "
182580,Paramveer Defence Academy,8726254292, 8115802075,,,,"Dayal Sadan, 2nd Floor, Nawal Kishore Road",Hazratganj,226003,patna,India,karuneshdixit001@gmail.com,,Karunesh,Monday - Saturday: 9 AM - 6 PM,"Defence/Police Exam Coaching , CDS Exam Coaching , CPF Exam Coaching , Army Coaching , Navy Coaching , SSC Entrance Exam Coaching , Indian Air Force Exam Coaching , Sub Inspector Exam Coaching , AFCAT Coaching , SSB & NDA Coaching , ",Paramveer Defence Academy for Learning has immense experience in this business. We provide coaching for all boards. Our motto is to provide the best teaching to the students. We have a huge list of impressive success of students. |SSB & NDA Coaching SSC JE Entrance Coaching UPSC Coaching  And there is a tremendous need for the quality education to equip this population with skills to handle assignments that spring from such a growing economy like ours. Contact us for further details.  ,"http://localserviceassets.blob.core.windows.net:80/businessphoto-t/5950-f56644f2-5dc5-4af1-b472-71beb23691e0.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/7918-716eef49-f3e6-42ea-b918-9ec451a2890d.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/9066-2d82eba9-e97e-4779-8a64-1b69736e403b.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/1662-e5b3ea18-5c05-4a22-9a8c-a68a446be783.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/5949-f6e6ddd5-d9a8-45f6-b30c-68ec12638e59.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/5567-d9e083e5-a378-44ec-a47e-227353632f47.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/4132-966c151e-f388-4b45-a095-1b00e6c834b8.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/6491-1cfebe8e-34e3-4135-a0ab-9c556e403836.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/5950-f56644f2-5dc5-4af1-b472-71beb23691e0.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/7918-716eef49-f3e6-42ea-b918-9ec451a2890d.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/9066-2d82eba9-e97e-4779-8a64-1b69736e403b.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/1662-e5b3ea18-5c05-4a22-9a8c-a68a446be783.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/5949-f6e6ddd5-d9a8-45f6-b30c-68ec12638e59.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/5567-d9e083e5-a378-44ec-a47e-227353632f47.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/4132-966c151e-f388-4b45-a095-1b00e6c834b8.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/6491-1cfebe8e-34e3-4135-a0ab-9c556e403836.jpg , ","Navy Coaching , SSB & NDA Coaching , SSC Entrance Exam Coaching , Sub Inspector Exam Coaching , "
182581,Shield Defence Academy,0522 - 4003223, 9519441948, 9454551848,,,"2nd Floor, BEG Tower",Indira Nagar,226016,patna,India,SHIVAMSHUKLA1848@GMAIL.COM,http://www.shielddefenceacademy.com,Shivam Shukla,Sunday - Saturday: 9 AM - 7 PM,"Defence/Police Exam Coaching , Naval Academy Exam Coaching , CDS Exam Coaching , CPF Exam Coaching , Army Coaching , Navy Coaching , Indian Air Force Exam Coaching , AFCAT Coaching , ACC Coaching , TA Coaching , SSB & NDA Coaching , ","We are a dedicated and smart team of professionals for Defense Services Exams like NDA, CDS, AFCAT, Air Force (x/y groups), Navy and Other related Examinations. Our Team consists of highly qualified professional, who have gathered at SHIELD DEFENCE ACADEMY in Lucknow. Shield Defence Academy, Lucknow runs under the mentorship of distinguished faculties of India, so if your dream is to become an Officer in Defense Services, Join the free trial classes at Shield Defence Academy, Lucknow, today Itself.SDA - best NDA coaching in LKO, Shield Defence Academy guides students both for written examinations and SSB interviews. It has a planned process for the selection into the reputed career on defense. It also provides training on special Entry Scheme for Women. Contact us for more details.  ","http://localserviceassets.blob.core.windows.net:80/businessphoto-t/3-f3352377-1354-4c62-98b7-673757d25ed2.png , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/4-4e867fe8-69b3-423c-9927-8317d12e20c5.png , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/5-50a3cd5c-02bb-481d-9160-4c0a467a194a.png , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/7-e6311d0b-2415-48b7-8d98-0454a28a01c4.png , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/5913-a06c1fdb-b1c2-4e94-8b44-4fdcf3d2cf7a.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/2195-a62437b8-0c7c-4a88-a8ca-07d1f57f1776.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/1997-bef0217a-29de-487d-80d8-598cb9908e05.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/5349-48e0d2df-d0ca-4753-b826-72d183c5ffa6.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/7058-1c5a4b21-ee1e-4132-b6ad-08da283693b2.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/9925-8778e2b0-140a-4371-a2e8-d3646ad9a919.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-t/Capture.PNG2-d984a217-3a4a-41e4-b621-a8816e4b0228.PNG , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/3-f3352377-1354-4c62-98b7-673757d25ed2.png , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/4-4e867fe8-69b3-423c-9927-8317d12e20c5.png , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/5-50a3cd5c-02bb-481d-9160-4c0a467a194a.png , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/7-e6311d0b-2415-48b7-8d98-0454a28a01c4.png , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/5913-a06c1fdb-b1c2-4e94-8b44-4fdcf3d2cf7a.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/2195-a62437b8-0c7c-4a88-a8ca-07d1f57f1776.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/1997-bef0217a-29de-487d-80d8-598cb9908e05.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/5349-48e0d2df-d0ca-4753-b826-72d183c5ffa6.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/7058-1c5a4b21-ee1e-4132-b6ad-08da283693b2.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/9925-8778e2b0-140a-4371-a2e8-d3646ad9a919.jpg , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/Capture.PNG2-d984a217-3a4a-41e4-b621-a8816e4b0228.PNG , ","1 Year Program , 6 Months Program , Classroom Tuitions , Daily Classes , Holiday Classes , Indian Air Force Exam Coaching , Naval Academy Exam Coaching , Navy Coaching , Short Term , SSB & NDA Coaching , Summer Classes , TA Coaching , "
182582,NIMS,8601445588, 9839182779,,,,No. 110/206,Khyora,208012,patna,India,nimskanpur@yahoo.co.in,http://www.nimskanpur.com,Ram Gopal Singh,Monday - Sunday: 9 AM - 9 PM,"Actuarial Science Coaching , MCA Entrance Coaching , ","NIMS Kanpur is a team of faculties train students for all the entrance and syllabus products. Its a personalized and tailors made coaching which is given either on one to one basis or in a group. All the faculty members are well qualified and experienced in their own forte. The USP of these faculties lie in coming down to the level of the students and explaining them the content in the language which is easy for them to interpret. We, here at Mitul Gada and Associates, emphasize on the concepts and clear the chronicle misconceptions about the subject which the student is carrying in his/her mind. Our smarter approaches and shrewder methods make the subject interesting and gettable.  ","http://localserviceassets.blob.core.windows.net:80/businessphoto-t/12-22-2015%203-50-52%20PM-5e41ab4d-22e7-41db-819f-e5534a5090ae.png , http://localserviceassets.blob.core.windows.net:80/businessphoto-m/12-22-2015%203-50-52%20PM-5e41ab4d-22e7-41db-819f-e5534a5090ae.png , ","1 Month Program , 1 Week Program , 1 Year Program , 2 Weeks Programs , 3 Months Program , 6 Months Program , Classroom Tuitions , Daily Classes , Evening Classes , Holiday Classes , "
182583,Vikas Vidyaniketan,9905124466,,,,,,Kankarbagh,800001,patna,India,siddarth.baliga@peoplecombine.com,,Rajiv,Monday - Saturday: 8 AM - 7 PM,"Coaching & Tuitions , CBSE High Schools , CBSE Higher Secondary Schools , CBSE Primary Schools , Medical EAMCET Coaching , IIT Engineering Entrance Coaching , Medical Entrance Coaching , IIT JAM Coaching , IIT HSEE Coaching , IIT-JEE Coaching , ","Vikas Vidyaniketan is South Indias oldest residential school, affiliated to Central Board of Secondary Education (CBSE), New Delhi (vide affiliation no.130178), and a pioneer in offering integrated learning programs in CBSE along with coaching for IIT-JEE/NEET/PMT and CA-CPT. The school admits boys from Class VI onwards, girls in Class XI and all students have to mandatorily live in the campus which is self-sufficient in all respects. There are separate campuses for boys and girls, situated, around 2 kilometres apart, in Visakhapatnam, one of the cleanest and safest cities in India. Visakhapatnam, also known as Vizag, is nominated to be upgraded to a smart city under the Prime Ministers smart city project.Vikas started in the early 90s at a time when students from Northern Coastal Andhra Pradesh were migrating to other parts of the state for high school. The founders envisioned the need for world-class education closer home. The institution has since then evolved as a national institution with students now coming from different parts of the country to study at Vikas and prepare for top class careers in engineering, medicine and commerce. Several alumni have gone on to study at IITs, NITs, BITS, JIPMER, IIMs etc and are currently working in blue-chip companies in India and abroad.  ",,"IIT JAM Coaching , IIT-JEE Coaching , Medical EAMCET Coaching , Medical Entrance Coaching , "
182584,Kumars Consultants Bereau,9334071954,,,,,Building No. 106,Exhibition Road,800001,patna,India,ytiwari0060@yahoo.co.in,,Yogender Tiwari,Monday - Saturday: 10 AM - 5 PM,"Coaching & Tuitions , Shipping Job Vacancies , Corporate Job Consultants , IT Recruitment Consultants , IT Trainers Job Vacancies , IT Engineering Job Vacancies , AIPMT Coaching , 10th STD Tuitions , 9th STD Tuitions , ",,,"IT Recruitment Consultants , IT Trainers Job Vacancies , Shipping Job Vacancies , "
182585,British Lingua,0612 - 3266417, 0612 - 2576272, 9905246757,,,1st Floor,Ashok Rajpath,800006,patna,India,britishlingua@ymail.co,http://www.britishlingua.com,Pradeep,Monday - Saturday: 7 AM - 8 PM,"Spoken English Classes , ",,,
182586,Face Institute,0612 - 2541821, 9334235110, 9709401610,,,"Opposite Krishna Apartment,Boring Road",Boring Road,800001,patna,India,skce_980@yahoo.co.in,http://www.focusacademy.in,Kumar Kaushlendra,Monday - Friday: 9 AM - 12 PM,"College Tuitions for Accounts, Finance, Statistics , Spoken English Classes , MBA & BBA Coaching , 2nd Year PUC Coaching , 1st Year PUC Coaching , 10th STD Tuitions , 9th STD Tuitions , ","FACE is one of Indias Largest Higher Education focused skill development company, catering to students pursuing higher education in colleges/universities as well as entry level recruits in organisations across various industry sectors. FACE has evolved a scalable business model which is one of its kind and has been able to create phenomenal success stories for its clients through the same. In a span of 6 years since inception FACE has trained more than 10,00,000+ candidates across 800+ educational institutions, corporate organisations and has emerged as the market leader in the placement training industry.  ",,"MBA & BBA Coaching , Spoken English Classes , "
182587,Pahal,0612 - 2221780, 9835232978,,,,,Shivpuri,800023,patna,India,pahalclasses@yahoo.com,http://www.pahal.350.com,R.K. Pathak,,"Investment Consultants , Coaching & Tuitions , Engineering Tuitions , Asthma Homeopathy Doctors , Mechanical Engineering Tuitions , Aerospace Engineering Tuitions , Biomedical Engineering Tuitions , Biomechanical Engineering Tuitions , Automotive Engineering Tuitions , Civil Engineering Tuitions , Architectural Engineering Tuitions , Electrical Engineering Tuitions , IT & Computer Science Engineering Tuitions , Stocks and Shares Investments , Robotics Engineering Tuitions , Microelectronic Engineering Tuitions , Chemical Engineering Tuitions , Environmental Engineering Tuitions , Materials Science Engineering Tuitions , Agricultural Engineering Tuitions , Engineering Tuitions - Other Branches , Engineering Physics Tuitions , Biotechnology Engineering Tuitions , Genetic Engineering Tuitions , Engineering Chemistry Tuitions , Mechatronics Engineering Tuitions , Software Engineering Tuitions , Electronics & Communication Engineering Tuitions , Instrumentation Technology Engineering Tuitions , Telecommunication Engineering Tuitions , Industrial & Production Engineering Tuitions , School Tuitions for All Subjects , ",,,"Biomechanical Engineering Tuitions , Biomedical Engineering Tuitions , Biotechnology Engineering Tuitions , Chemical Engineering Tuitions , Civil Engineering Tuitions , Electrical Engineering Tuitions , Electronics & Communication Engineering Tuitions , Engineering Chemistry Tuitions , Engineering Physics Tuitions , Engineering Tuitions - Other Branches , Environmental Engineering Tuitions , Genetic Engineering Tuitions , Industrial & Production Engineering Tuitions , Instrumentation Technology Engineering Tuitions , IT & Computer Science Engineering Tuitions , Materials Science Engineering Tuitions , Mechanical Engineering Tuitions , Mechatronics Engineering Tuitions , Microelectronic Engineering Tuitions , Robotics Engineering Tuitions , School Tuitions for All Subjects , Software Engineering Tuitions , Stocks and Shares Investments , Telecommunication Engineering Tuitions , "
182588,Agrawal Commerce Career,0612 - 2238871, 9431025305,,,,,Exhibition Road,800001,patna,India,,,Dinesh Pandy,,"Coaching & Tuitions , Chartered Financial Analyst (CFA) Distance Education , ACS Coaching , ",,,
182589,Delhi Study Centre,0612 - 2530291, 9835235937,,,,No. 104,West Boring Canal Road,800001,patna,India,delhistudycentre@yahoo.com,,Jayand,,,,,
182590,Elite Institute,0612 - 3210212, 9835441003, 9939665084,,,1st Floor,Boring Road,800001,patna,India,,http://www.elite-edu.org,,Monday - Sunday: 9 AM - 6.30 PM,"IIT Engineering Entrance Coaching , IIT HSEE Coaching , IIT-JEE Coaching , ",,,
182591,Resonance Eduventures Pvt. Ltd,9334592285,,,,,"Limited 3rd floor,Ag palace",Boring Road,800020,patna,India,,http://www.Resonance.ac.in,Resonance,Monday - Saturday: 9 AM - 8 PM ( Lunch: 1 PM - 2 PM ),"College Tuitions for Accounts, Finance, Statistics , Advanced Level (A-Level) Maths Tuitions , CBSE Tuitions for Maths , IIT HSEE Coaching , 10th STD Tuitions , IIT-JEE Coaching , ",,,"1 Year Program , Classroom Tuitions , Daily Classes , IIT-JEE Coaching , Rs.1000-Rs.5000 , "
182592,Ascent Public school,9334276819, 9835096291,,,,,Bailey Road,800014,patna,India,,,,Monday - Saturday: 9 AM - 8.30 PM,"Commerce Tuitions (11th & 12th STD) , Tuitions for College Subjects , Spoken English Classes , Spoken Hindi Classes , 2nd Year PUC Coaching , College Tuitions for Maths , College Tuitions for Physics , College Tuitions for Chemistry , 1st Year PUC Coaching , 10th STD Tuitions , Online Tutoring for Schools & Colleges , Spoken Gujarati Classes , ",,,"1 Year Program , 6 Months Program , College Tuitions for Physics , Commerce Tuitions (11th & 12th STD) , Daily Classes , Evening Classes , Online Tuitions , Online Tutoring for Schools & Colleges , Rs.10000-Rs.20000 , Spoken English Classes , Spoken Gujarati Classes , Spoken Hindi Classes , Tuitions for College Subjects , "
182593,Rising Maths Classes,9798918876,,,,,,Mohammadpur,800006,patna,India,,,R.K. Sharma,Monday - Saturday: 10 AM - 8 PM,"School Tuitions for Math, Physics, Chemistry , Advanced Level (A-Level) Maths Tuitions , Advanced Level (A-Level) Physics Tuitions , CBSE Tuitions for Maths , CBSE Tuitions for Physics , CBSE Tuitions for Chemistry , College Tuitions for Maths , College Tuitions for Physics , College Tuitions for Chemistry , IGCSE Maths Tuitions , IGCSE Physics Tuitions , ",,,"College Tuitions for Chemistry , College Tuitions for Maths , College Tuitions for Physics , IGCSE Maths Tuitions , IGCSE Physics Tuitions , School Tuitions for Math, Physics, Chemistry , "
182594,CA (CPT) Classes,9199426277,,,,,,Shershah Road,800007,patna,India,shashi_kabir@radiffmail.com,,Shashi Bhushan,Monday - Saturday: 8 AM - 5 PM,"Home & Private Tuitions , SSC Entrance Exam Coaching , Integrated Professional Competency (IPCC) Coaching , CA Home Tuitions , Chartered Accountant Coaching , Banking Tuitions , ",,,
182595,Thakur Classes,9279018267,,,,,,Chitragupta Nagar,800026,patna,India,,,,Monday - Sunday: 10.30 AM - 7.30 PM,"Home & Private Tuitions , Home Tutors for Class I-V , Home Tutors for Class VI-X , B.Com Home Tutors , B.Sc Home Tutors , BE Home Tuitions , Biology Home Tuitions for school , Chemistry Home Tuitions for school , Hindi Home Tuitions , English Home Tuitions for school , Physics Home Tuitions for school , Economics Home Tuitions , BBA Home Tuitions , MBA Home Tuitions , ICWA Home Tuitions , MCA Home Tuitions , GMAT Private Tuitions , CA Home Tuitions , Maths Home Tuitions for school , ",,,"CA Home Tuitions , Chemistry Home Tuitions for school , Economics Home Tuitions , English Home Tuitions for school , GMAT Private Tuitions , Hindi Home Tuitions , Home Tutors for Class I-V , Home Tutors for Class VI-X , ICWA Home Tuitions , Maths Home Tuitions for school , MBA Home Tuitions , MCA Home Tuitions , Physics Home Tuitions for school , "
182596,Career Chemistry,9835216512,,,,,No. 2,Kankarbagh,800020,patna,India,,,Ahemad,,"Home & Private Tuitions , Biology Home Tuitions 11th & 12th , Biology Tuitions (11th & 12th) , College Tuitions for Maths , College Tuitions for Physics , College Tuitions for Chemistry , ",,,
182597,Utkarsh Special Needs Institute,8294370626,,,,,"No. 2H/77,Bahadurpur Housing Colony,Kankarbagh",Kankarbagh,800026,patna,India,utkarshsevasansthan@gmail.com,http://www.utkarshsevasansthan.in,Dr. Manisha Krishna,Monday - Sunday: 8 AM - 8 PM,"Hearing & Speech Clinics , Special Schools , Occupational Therapy , Hearing Therapy Treatment Centres , Neurodevelopmental Therapy Centres , Speech Therapy Treatment Centres , Hand Function Therapy Centres , Dyslexia Treatment Centres , Cognitive Behavioural Therapy Centres , Math Learning Disability Treatment Services , Physical Rehabilitation Treatment Services , Paediatrics Treatment Services , Environment Adaptation Therapy Services , Sensory Integration therapy Services , Computer Science Tuitions (11th & 12th STD) , Attention and Concentration Therapy Services , Recall and Memory Therapy Services , Technical and Vocational Education and Training (TVET) , Autism & Slow Learners Schools , Online Tutoring for Schools & Colleges , ",,,"Environment Adaptation Therapy Services , Hand Function Therapy Centres , Hearing Therapy Treatment Centres , Math Learning Disability Treatment Services , Neurodevelopmental Therapy Centres , Online Tutoring for Schools & Colleges , Paediatrics Treatment Services , Physical Rehabilitation Treatment Services , Recall and Memory Therapy Services , Sensory Integration therapy Services , Speech Therapy Treatment Centres , Technical and Vocational Education and Training (TVET) , "
182598,Global IIT Academy,0612 - 3209844, 8676962551, 8676962552,,,,Anisabad,800002,patna,India,info@globaliitacademy.com,http://www.globaliitacademy.com,Rajesh Bharathi,,"Big Data Analytics Online Training , R Analytics Online Training , IIT-JEE Coaching , ",,,
182599,Safalta Express,0612 - 6441204, 0612 - 3054116, 0612 - 3054116, 9204632726,,,Mohammadpur,800006,patna,India,,http://www.safaltaexpress.com,vikaksh kumar,,"SSC Entrance Exam Coaching , RRB Entrance Exam Coaching , SSC JE Entrance Coaching , Banking Tuitions , CBSE Tuitions for Physics , Language Development Coaching , ",,,
182600,Clear Concept,9386512847,,,,,No. 102,Boring Road,800001,patna,India,,http://www.clearconcept.in,,Monday - Saturday: 9 AM - 7 PM,"School Tuitions for All Subjects , Chartered Accountant Coaching , CBSE Tuitions for Maths , Language Development Coaching , ",,,
